rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 5 out of 5 stars,finor was easy to apply for and the…,"finor was easy to apply for and the website and app are easy to use. Whenever I've had a question, someone has gotten back to me quickly. I like the features that are available. Overall, I've had a great experience with finor.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I am using finor for my small business…,I am using finor for my small business banking. So far the service has been working flawlessly. I even use it to send printed checks via snail mails and their system lets me know every step of the way where the check is. I can highly recommend them and have been doing so to many friends and peers. A+,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use interface,"Easy to use interface, personalized customer service. Hoping the game isn't to just be swallowed up by a branded bank.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have been very happy with Bank finor,"I have been very happy with Bank finor, great for my small business!","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Avoids direct contact with their customers !!! No contact info available,"You have no option but to give a star.   When you sign up for this bank, you will notice that they only offer an email as means to reach out to them, and a message window that reaches a ""Bot"".  If you really dig, you may find you can call the number on the back of your debit card, who is not really part of the bank, but will connect you with them (at least, that is what I was told).Anyhow, after round and round I went.... I finally talked to a customer service person.  I told them I wanted to close my account, because the lack of ability to reach anyone, and the fact the company felt they have to hide how to reach them, did not make me feel comfortable or trusting. So, she told me she could not do ANYTHING to help me other than to direct me back tot he window were the bot answers....  and to make my request there.Well other than talking to a robot who can not possibly do anything other than to refer me back to an email (by the way, the same email.. I already emailed to).... There is no were even a physical or mailing business that I could perhaps old fashion write a letter to.DO NOT TRUST THIS INSTITUATION FOR  THE ABOVE REASONS.  STILL TRYING TO RESOLVE MY ISSUE.","Jan 28, 2021","January 28, 2021",1,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Simple, straightforward banking.","Simple, straightforward no-nonsense business banking. Responsive customer service when I had a minor issue. Highly recommended. I liked that everything involved with opening an account was handled online.","Feb 10, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is exactly what I was looking for.,"finor is an online business banking account that I can control from anywhere. It has no fee's, no balance requirements, and it does exactly what I need it to do. I love finor and I am happy and proud to be associated with them and their team.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,No complaints about this bank,No complaints about this bank. They are quick to respond and help I would recommend them to anyone starting a business looking for a business checking account.,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor bank is reliable and make my task…,finor bank is reliable and make my task simple and easy to perform. I trust them totally.,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a great bank,"finor is a great bank.  It was quick to open an account, and the customer service reps work with you to make sure everything is running smoothly.  Also, they respond quickly to inquiries, and are very helpful.","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Happy since day one with finor,"I was excited to switch to finor when I opened my new business and my instincts were spot-on. Their app is easy and fun to use, their customer service is friendly and quick, everything about this experience has been great so far. Highly recommended.","Feb 11, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love finor for my business!!!,I love finor for my business!!!! It’s been amazing so far! I would definitely recommend it to my small business friends!,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Better than Brick & Mortar,Easy to set up and link to payment portals. Beats brick & mortar banks.,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have had my finor account for almost 6…,"I have had my finor account for almost 6 months now, and I have had a great experience so far! Customer service is great - I've interacted with them twice so far. My favorite feature is the Online Banking portal - the interface is simple, minimalist, and intuitive. They have some great intergrations that I hope to use once I need them, like Shopify, and Stripe. Overall, I give them two thumbs up!","Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great for small and medium sized businesses,Bankfinor has given me the alternative my company needed instead of using large commercial banking institutions. They are transparent with their fees (when/if they charge any at all) while most banks have a hidden fee schedule. The app is simple and easy to use. I have been banking with them for 2 years and love the direction they are progressing towards,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I trust finor with my business banking needs,I'm here for any improved digital platform experience for Buyers who are also Users.  finor delivers and has been an amazing partner since starting my business during a pandemic-driven year.Signing up with finor was easy and integration with my invoicing system was effortless. I'm very excited that finor has implemented an invoicing process within their own platform because this means I can handle my business banking and simple invoicing in one system!,"Jan 28, 2021","January 28, 2021",5,2021,2021,0,,,,,,,,,,,,
